pinder_release,cohort,id,pdb_id,cluster_id,cluster_id_R,cluster_id_L,uniprot_R,uniprot_L,source_group,class_id,class_key,cv_fold
2024-02,Training500,2xgg__B1_UNDEFINED--2xgg__A1_UNDEFINED,2xgg,cluster_22085_22085,cluster_22085,cluster_22085,UNDEFINED,UNDEFINED,group2,3,rerank_rescuable,3
2024-02,Training500,4n1k__B1_Q86W24--4n1k__A1_Q86W24,4n1k,cluster_19179_19179,cluster_19179,cluster_19179,Q86W24,Q86W24,group1,3,rerank_rescuable,1
2024-02,Training500,4pxj__B1_Q9UPT6--4pxj__A1_Q9UPT6,4pxj,cluster_15665_15666,cluster_15665,cluster_15666,Q9UPT6,Q9UPT6,group1,3,rerank_rescuable,4
2024-02,Training500,5h1p__A1_D2UG58--5h1p__B1_D2UG58,5h1p,cluster_2899_2899,cluster_2899,cluster_2899,D2UG58,D2UG58,group3,3,rerank_rescuable,0
2024-02,Training500,4puh__A1_Q9FIC3--4puh__B1_Q9FIC3,4puh,cluster_11399_11399,cluster_11399,cluster_11399,Q9FIC3,Q9FIC3,group3,3,rerank_rescuable,2
2024-02,Training500,2c08__A1_O35179--2c08__A2_O35179,2c08,cluster_7172_7172,cluster_7172,cluster_7172,O35179,O35179,group3,3,rerank_rescuable,3
2024-02,Training500,4emo__D1_Q9H0F6--4emo__A1_Q9H0F6,4emo,cluster_25088_25088,cluster_25088,cluster_25088,Q9H0F6,Q9H0F6,group3,3,rerank_rescuable,1
2024-02,Training500,4ayn__A1_C6KHT4--4ayn__B1_C6KHT4,4ayn,cluster_3949_3949,cluster_3949,cluster_3949,C6KHT4,C6KHT4,group3,3,rerank_rescuable,4
2024-02,Training500,2x5f__A1_UNDEFINED--2x5f__B1_UNDEFINED,2x5f,cluster_32608_32608,cluster_32608,cluster_32608,UNDEFINED,UNDEFINED,group3,3,rerank_rescuable,0
2024-02,Training500,1tj7__A1_P11447--1tj7__B1_P11447,1tj7,cluster_10129_10129,cluster_10129,cluster_10129,P11447,P11447,group2,3,rerank_rescuable,2
2024-02,Training500,6jtz__A1_P46063--6jtz__B1_P46063,6jtz,cluster_7908_7908,cluster_7908,cluster_7908,P46063,P46063,group3,3,rerank_rescuable,3
2024-02,Training500,2w2d__A1_P0DPI1--2w2d__B1_P0DPI1,2w2d,cluster_1202_3751,cluster_3751,cluster_1202,P0DPI1,P0DPI1,group3,3,rerank_rescuable,1
2024-02,Training500,3lf6__B1_UNDEFINED--3lf6__A1_UNDEFINED,3lf6,cluster_8463_8463,cluster_8463,cluster_8463,UNDEFINED,UNDEFINED,group1,3,rerank_rescuable,4
2024-02,Training500,4fup__A1_Q5HKE8--4fup__A2_Q5HKE8,4fup,cluster_4922_4922,cluster_4922,cluster_4922,Q5HKE8,Q5HKE8,group3,3,rerank_rescuable,0
2024-02,Training500,4ghw__A1_O59952--4ghw__B1_O59952,4ghw,cluster_2488_2488,cluster_2488,cluster_2488,O59952,O59952,group3,3,rerank_rescuable,2
2024-02,Training500,3sy3__A1_A0A6L8P3N5--3sy3__B1_A0A6L8P3N5,3sy3,cluster_26087_26087,cluster_26087,cluster_26087,A0A6L8P3N5,A0A6L8P3N5,group2,3,rerank_rescuable,3
2024-02,Training500,3h8i__A1_Q7ZAG8--3h8i__B1_Q7ZAG8,3h8i,cluster_21260_21260,cluster_21260,cluster_21260,Q7ZAG8,Q7ZAG8,group2,3,rerank_rescuable,1
2024-02,Training500,1bl4__A1_P62942--1bl4__B1_P62942,1bl4,cluster_1772_1772,cluster_1772,cluster_1772,P62942,P62942,group3,3,rerank_rescuable,4
2024-02,Training500,4jnh__B1_P14349--4jnh__A1_P14349,4jnh,cluster_21357_21357,cluster_21357,cluster_21357,P14349,P14349,group1,3,rerank_rescuable,0
2024-02,Training500,2huk__A1_P00720--2huk__A2_P00720,2huk,cluster_10426_10426,cluster_10426,cluster_10426,P00720,P00720,group2,3,rerank_rescuable,2
2024-02,Training500,5wee__A1_A0A183GMB4--5wee__B1_A0A183GMB4,5wee,cluster_10317_10317,cluster_10317,cluster_10317,A0A183GMB4,A0A183GMB4,group3,3,rerank_rescuable,3
2024-02,Training500,6r2f__A1_Q9BXU0--6r2f__B1_Q9BXU0,6r2f,cluster_3464_3464,cluster_3464,cluster_3464,Q9BXU0,Q9BXU0,group2,3,rerank_rescuable,1
2024-02,Training500,5k7b__B1_A8MW95--5k7b__A1_A8MW95,5k7b,cluster_22793_22794,cluster_22793,cluster_22794,A8MW95,A8MW95,group3,3,rerank_rescuable,4
2024-02,Training500,2a3l__A1_O80452--2a3l__A2_O80452,2a3l,cluster_26625_26625,cluster_26625,cluster_26625,O80452,O80452,group2,3,rerank_rescuable,0
2024-02,Training500,3a7m__B1_P0A1N2--3a7m__A1_P0A1N2,3a7m,cluster_12898_12898,cluster_12898,cluster_12898,P0A1N2,P0A1N2,group3,3,rerank_rescuable,2
2024-02,Training500,2xf1__A1_Q8I467--2xf1__A2_Q8I467,2xf1,cluster_20841_20841,cluster_20841,cluster_20841,Q8I467,Q8I467,group1,3,rerank_rescuable,3
2024-02,Training500,3n7e__A1_Q58AD3--3n7e__B1_Q58AD3,3n7e,cluster_13349_13349,cluster_13349,cluster_13349,Q58AD3,Q58AD3,group2,3,rerank_rescuable,1
2024-02,Training500,6kos__A1_UNDEFINED--6kos__B1_UNDEFINED,6kos,cluster_17359_17359,cluster_17359,cluster_17359,UNDEFINED,UNDEFINED,group2,3,rerank_rescuable,4
2024-02,Training500,5e4b__A1_A0A1C9V3S9--5e4b__B1_A0A1C9V3S9,5e4b,cluster_19820_19820,cluster_19820,cluster_19820,A0A1C9V3S9,A0A1C9V3S9,group3,3,rerank_rescuable,0
2024-02,Training500,3f2u__A1_P83916--3f2u__A2_P83916,3f2u,cluster_2836_2836,cluster_2836,cluster_2836,P83916,P83916,group3,3,rerank_rescuable,2
2024-02,Training500,6kwz__A1_Q94707--6kwz__B2_Q94707,6kwz,cluster_14908_14908,cluster_14908,cluster_14908,Q94707,Q94707,group3,3,rerank_rescuable,3
2024-02,Training500,6xb4__A1_V9XTR0--6xb4__B1_V9XTR0,6xb4,cluster_37559_37559,cluster_37559,cluster_37559,V9XTR0,V9XTR0,group3,3,rerank_rescuable,1
2024-02,Training500,3ctv__A1_O28011--3ctv__A2_O28011,3ctv,cluster_941_941,cluster_941,cluster_941,O28011,O28011,group3,3,rerank_rescuable,4
2024-02,Training500,1smx__A1_P21513--1smx__B1_P21513,1smx,cluster_20921_20921,cluster_20921,cluster_20921,P21513,P21513,group2,3,rerank_rescuable,0
2024-02,Training500,6ejv__A1_Q65J43--6ejv__B1_Q65J43,6ejv,cluster_16316_16316,cluster_16316,cluster_16316,Q65J43,Q65J43,group1,3,rerank_rescuable,2
2024-02,Training500,4r5k__B1_P0A6Y8--4r5k__A1_P0A6Y8,4r5k,cluster_8948_8948,cluster_8948,cluster_8948,P0A6Y8,P0A6Y8,group1,3,rerank_rescuable,3
2024-02,Training500,4qhj__A1_Q58610--4qhj__B1_Q58610,4qhj,cluster_12571_12571,cluster_12571,cluster_12571,Q58610,Q58610,group2,3,rerank_rescuable,1
2024-02,Training500,4aj7__A1_B1PWB9--4aj7__B1_B1PWB9,4aj7,cluster_621_621,cluster_621,cluster_621,B1PWB9,B1PWB9,group3,3,rerank_rescuable,4
2024-02,Training500,7e2m__A1_Q9P2K8--7e2m__B1_Q9P2K8,7e2m,cluster_12935_12935,cluster_12935,cluster_12935,Q9P2K8,Q9P2K8,group1,3,rerank_rescuable,0
2024-02,Training500,2yx8__A1_O60894--2yx8__A2_O60894,2yx8,cluster_12555_12555,cluster_12555,cluster_12555,O60894,O60894,group3,3,rerank_rescuable,2
2024-02,Training500,3d0t__D1_Q91YN9--3d0t__C1_Q91YN9,3d0t,cluster_2962_2962,cluster_2962,cluster_2962,Q91YN9,Q91YN9,group1,3,rerank_rescuable,3
2024-02,Training500,3zyl__A1_O55012--3zyl__B1_O55012,3zyl,cluster_678_678,cluster_678,cluster_678,O55012,O55012,group3,3,rerank_rescuable,1
2024-02,Training500,4fmm__B1_P53860--4fmm__A1_P53860,4fmm,cluster_7295_7295,cluster_7295,cluster_7295,P53860,P53860,group2,3,rerank_rescuable,4
2024-02,Training500,2r1f__A1_P28306--2r1f__B1_P28306,2r1f,cluster_29114_29114,cluster_29114,cluster_29114,P28306,P28306,group3,3,rerank_rescuable,0
2024-02,Training500,6ubo__A1_P0A901--6ubo__B1_P0A901,6ubo,cluster_5260_5260,cluster_5260,cluster_5260,P0A901,P0A901,group1,3,rerank_rescuable,2
2024-02,Training500,5ltu__B1_Q9NZJ9--5ltu__A1_Q9NZJ9,5ltu,cluster_35233_35233,cluster_35233,cluster_35233,Q9NZJ9,Q9NZJ9,group3,3,rerank_rescuable,3
2024-02,Training500,5evk__A1_P52700--5evk__A2_P52700,5evk,cluster_4140_4140,cluster_4140,cluster_4140,P52700,P52700,group3,3,rerank_rescuable,1
2024-02,Training500,3b42__B1_Q74EM7--3b42__A1_Q74EM7,3b42,cluster_29268_29268,cluster_29268,cluster_29268,Q74EM7,Q74EM7,group1,3,rerank_rescuable,4
2024-02,Training500,6eho__A1_Q99523--6eho__A2_Q99523,6eho,cluster_15714_15714,cluster_15714,cluster_15714,Q99523,Q99523,group3,3,rerank_rescuable,0
2024-02,Training500,4u3q__B1_P29722--4u3q__A1_P29722,4u3q,cluster_10856_10856,cluster_10856,cluster_10856,P29722,P29722,group2,3,rerank_rescuable,2
2024-02,Training500,3v69__A1_Q9CWU5--3v69__B1_Q9CWU5,3v69,cluster_15017_15017,cluster_15017,cluster_15017,Q9CWU5,Q9CWU5,group1,3,rerank_rescuable,3
2024-02,Training500,2gd9__A1_P37508--2gd9__B1_P37508,2gd9,cluster_26569_26569,cluster_26569,cluster_26569,P37508,P37508,group2,3,rerank_rescuable,1
2024-02,Training500,6aqe__B1_Q9RY20--6aqe__A1_Q9RY20,6aqe,cluster_6716_6716,cluster_6716,cluster_6716,Q9RY20,Q9RY20,group2,3,rerank_rescuable,4
2024-02,Training500,4o4o__A1_Q8YLF9--4o4o__B1_Q8YLF9,4o4o,cluster_6827_6827,cluster_6827,cluster_6827,Q8YLF9,Q8YLF9,group3,3,rerank_rescuable,0
2024-02,Training500,2gsk__A1_P06129--2gsk__B1_P02929,2gsk,cluster_7863_8897,cluster_7863,cluster_8897,P06129,P02929,group1,4,ordinary_sampling_failure,3
2024-02,Training500,4u0q__A1_B2L3N7--4u0q__B1_P35613,4u0q,cluster_1479_8901,cluster_1479,cluster_8901,B2L3N7,P35613,group3,4,ordinary_sampling_failure,2
2024-02,Training500,1f8u__A1_P22303--1f8u__B1_P0C1Z0,1f8u,cluster_1356_961,cluster_961,cluster_1356,P22303,P0C1Z0,group2,4,ordinary_sampling_failure,4
2024-02,Training500,5xec__B1_P15452--5xec__A1_P00099,5xec,cluster_7420_7420,cluster_7420,cluster_7420,P15452,P00099,group1,4,ordinary_sampling_failure,1
2024-02,Training500,3mca__A1_O74774--3mca__B1_Q9USL5,3mca,cluster_841_8517,cluster_841,cluster_8517,O74774,Q9USL5,group2,4,ordinary_sampling_failure,0
2024-02,Training500,5doi__A1_D2CVN7--5doi__E1_Q6JXI5,5doi,cluster_23702_23703,cluster_23702,cluster_23703,D2CVN7,Q6JXI5,group1,4,ordinary_sampling_failure,3
2024-02,Training500,6ob5__A1_P0AEX9--6ob5__D1_UNDEFINED,6ob5,cluster_409_583,cluster_409,cluster_583,P0AEX9,UNDEFINED,group3,4,ordinary_sampling_failure,2
2024-02,Training500,1t6b__A1_P13423--1t6b__B1_P58335,1t6b,cluster_10723_2759,cluster_2759,cluster_10723,P13423,P58335,group2,4,ordinary_sampling_failure,4
2024-02,Training500,1hni__A1_P03366--1hni__B1_P03367,1hni,cluster_23_23,cluster_23,cluster_23,P03366,P03367,group3,4,ordinary_sampling_failure,1
2024-02,Training500,3wry__C1_P03587--3wry__A1_A7M6E7,3wry,cluster_11887_11889,cluster_11889,cluster_11887,P03587,A7M6E7,group3,4,ordinary_sampling_failure,0
2024-02,Training500,6k3b__A1_Q5ZTL4--6k3b__B1_Q5ZTL2,6k3b,cluster_10515_1409,cluster_1409,cluster_10515,Q5ZTL4,Q5ZTL2,group1,4,ordinary_sampling_failure,3
2024-02,Training500,5b2g__A1_O14493--5b2g__B1_P01558,5b2g,cluster_3768_3769,cluster_3769,cluster_3768,O14493,P01558,group1,4,ordinary_sampling_failure,2
2024-02,Training500,6jh0__D1_UNDEFINED--6jh0__A1_P03502,6jh0,cluster_415_5054,cluster_415,cluster_5054,UNDEFINED,P03502,group3,4,ordinary_sampling_failure,4
2024-02,Training500,4luq__A1_Q9HYC5--4luq__C1_Q9HYC4,4luq,cluster_8139_8140,cluster_8139,cluster_8140,Q9HYC5,Q9HYC4,feasibility50,4,ordinary_sampling_failure,1
2024-02,Training500,4dri__A1_Q13451--4dri__B1_P42345,4dri,cluster_15457_1772,cluster_1772,cluster_15457,Q13451,P42345,group3,4,ordinary_sampling_failure,0
2024-02,Training500,4yxc__A1_P00720--4yxc__B1_P26419,4yxc,cluster_10426_2425,cluster_10426,cluster_2425,P00720,P26419,feasibility50,4,ordinary_sampling_failure,3
2024-02,Training500,5uzu__B1_P05164--5uzu__A1_Q2G0X2,5uzu,cluster_2033_2140,cluster_2033,cluster_2140,P05164,Q2G0X2,group1,4,ordinary_sampling_failure,2
2024-02,Training500,3u73__A1_Q03405--3u73__B1_P00749,3u73,cluster_11321_3018,cluster_11321,cluster_3018,Q03405,P00749,feasibility50,4,ordinary_sampling_failure,4
2024-02,Training500,7pq0__B1_P60842--7pq0__A1_Q63UP7,7pq0,cluster_19221_949,cluster_949,cluster_19221,P60842,Q63UP7,group3,4,ordinary_sampling_failure,1
2024-02,Training500,6u7f__A1_P15144--6u7f__C1_Q1HVL3,6u7f,cluster_2860_7049,cluster_2860,cluster_7049,P15144,Q1HVL3,group2,4,ordinary_sampling_failure,0
2024-02,Training500,6s9j__A1_Q8AZ57--6s9j__B1_A0A060BIS8,6s9j,cluster_16268_2934,cluster_16268,cluster_2934,Q8AZ57,A0A060BIS8,group3,4,ordinary_sampling_failure,3
2024-02,Training500,6apx__A1_P0AEX9--6apx__B1_UNDEFINED,6apx,cluster_1605_409,cluster_409,cluster_1605,P0AEX9,UNDEFINED,group2,4,ordinary_sampling_failure,2
2024-02,Training500,2qpv__A1_Q7CZ16--2qpv__B1_Q7CZ16,2qpv,cluster_10880_10880,cluster_10880,cluster_10880,Q7CZ16,Q7CZ16,group3,4,ordinary_sampling_failure,0
2024-02,Training500,4muc__B1_Q03591--4muc__A1_Q03591,4muc,cluster_175_175,cluster_175,cluster_175,Q03591,Q03591,group1,4,ordinary_sampling_failure,4
2024-02,Training500,1k72__B1_P37700--1k72__A1_P37700,1k72,cluster_17864_17864,cluster_17864,cluster_17864,P37700,P37700,group2,4,ordinary_sampling_failure,1
2024-02,Training500,3hkl__B1_Q62838--3hkl__A1_Q62838,3hkl,cluster_15360_15360,cluster_15360,cluster_15360,Q62838,Q62838,group3,4,ordinary_sampling_failure,3
2024-02,Training500,7a5c__A1_Q9KR64--7a5c__B1_Q9KR64,7a5c,cluster_6414_6414,cluster_6414,cluster_6414,Q9KR64,Q9KR64,group3,4,ordinary_sampling_failure,2
2024-02,Training500,2uxe__A1_Q49PX0--2uxe__C1_Q49PX0,2uxe,cluster_6767_6767,cluster_6767,cluster_6767,Q49PX0,Q49PX0,group2,4,ordinary_sampling_failure,0
2024-02,Training500,2j6g__A1_Q6T3W5--2j6g__A2_Q6T3W5,2j6g,cluster_10309_10309,cluster_10309,cluster_10309,Q6T3W5,Q6T3W5,group3,4,ordinary_sampling_failure,4
2024-02,Training500,4o6i__B1_P09992--4o6i__A1_P09992,4o6i,cluster_4529_4529,cluster_4529,cluster_4529,P09992,P09992,group3,4,ordinary_sampling_failure,1
2024-02,Training500,3nk4__A1_P79762--3nk4__B1_P79762,3nk4,cluster_19280_19280,cluster_19280,cluster_19280,P79762,P79762,group2,4,ordinary_sampling_failure,3
2024-02,Training500,4n6j__A1_Q13033--4n6j__B1_Q13033,4n6j,cluster_27221_27222,cluster_27221,cluster_27222,Q13033,Q13033,group2,4,ordinary_sampling_failure,2
2024-02,Training500,1pfo__A1_P0C2E9--1pfo__A2_P0C2E9,1pfo,cluster_2850_2850,cluster_2850,cluster_2850,P0C2E9,P0C2E9,group3,4,ordinary_sampling_failure,0
2024-02,Training500,1yt5__A1_Q9X255--1yt5__D1_Q9X255,1yt5,cluster_445_445,cluster_445,cluster_445,Q9X255,Q9X255,group2,4,ordinary_sampling_failure,4
2024-02,Training500,1qb3__B1_P20486--1qb3__A1_P20486,1qb3,cluster_3208_3208,cluster_3208,cluster_3208,P20486,P20486,group1,4,ordinary_sampling_failure,1
2024-02,Training500,4oak__A1_Q9JN36--4oak__B1_Q9JN36,4oak,cluster_1454_1454,cluster_1454,cluster_1454,Q9JN36,Q9JN36,group2,4,ordinary_sampling_failure,3
2024-02,Training500,1fd3__A1_O15263--1fd3__C1_O15263,1fd3,cluster_6709_6709,cluster_6709,cluster_6709,O15263,O15263,group2,4,ordinary_sampling_failure,2
2024-02,Training500,3ct4__A1_Q9CIV8--3ct4__A2_Q9CIV8,3ct4,cluster_3917_3917,cluster_3917,cluster_3917,Q9CIV8,Q9CIV8,group2,4,ordinary_sampling_failure,0
2024-02,Training500,6ra9__B1_Q71V39--6ra9__A1_Q71V39,6ra9,cluster_841_841,cluster_841,cluster_841,Q71V39,Q71V39,group2,4,ordinary_sampling_failure,4
2024-02,Training500,1s4k__A1_Q8ZPR1--1s4k__B1_Q8ZPR1,1s4k,cluster_14320_14320,cluster_14320,cluster_14320,Q8ZPR1,Q8ZPR1,group3,4,ordinary_sampling_failure,1
2024-02,Training500,5d7q__A1_Q8IXJ6--5d7q__B1_Q8IXJ6,5d7q,cluster_427_427,cluster_427,cluster_427,Q8IXJ6,Q8IXJ6,group3,4,ordinary_sampling_failure,3
2024-02,Training500,3ezu__A1_Q74FR4--3ezu__A2_Q74FR4,3ezu,cluster_14369_14369,cluster_14369,cluster_14369,Q74FR4,Q74FR4,group2,4,ordinary_sampling_failure,2
2024-02,Training500,4r6i__A1_Q44636--4r6i__B1_Q44636,4r6i,cluster_29912_29912,cluster_29912,cluster_29912,Q44636,Q44636,group1,4,ordinary_sampling_failure,0
2024-02,Training500,6pyk__A1_P16466--6pyk__A2_P16466,6pyk,cluster_8769_8769,cluster_8769,cluster_8769,P16466,P16466,group3,4,ordinary_sampling_failure,4
2024-02,Training500,7v3k__A1_A3TMR7--7v3k__D1_A3TMR7,7v3k,cluster_32707_32707,cluster_32707,cluster_32707,A3TMR7,A3TMR7,group2,4,ordinary_sampling_failure,1
2024-02,Training500,1gri__A1_P62993--1gri__B1_P62993,1gri,cluster_12642_12642,cluster_12642,cluster_12642,P62993,P62993,group3,4,ordinary_sampling_failure,3
2024-02,Training500,7f7j__B1_A0A5J6VLZ7--7f7j__A2_A0A5J6VLZ7,7f7j,cluster_3581_3581,cluster_3581,cluster_3581,A0A5J6VLZ7,A0A5J6VLZ7,group3,4,ordinary_sampling_failure,2
2024-02,Training500,6koi__B1_Q9Y5W9--6koi__A1_Q9Y5W9,6koi,cluster_4555_4555,cluster_4555,cluster_4555,Q9Y5W9,Q9Y5W9,group2,4,ordinary_sampling_failure,0
2024-02,Training500,6e8a__A1_Q7CPJ3--6e8a__A2_Q7CPJ3,6e8a,cluster_33779_33779,cluster_33779,cluster_33779,Q7CPJ3,Q7CPJ3,group1,4,ordinary_sampling_failure,4
2024-02,Training500,3ffm__A1_O95257--3ffm__A2_O95257,3ffm,cluster_2251_2251,cluster_2251,cluster_2251,O95257,O95257,group1,4,ordinary_sampling_failure,1
2024-02,Training500,5b1q__A1_Q9WT50--5b1q__B1_Q9WT50,5b1q,cluster_12121_12121,cluster_12121,cluster_12121,Q9WT50,Q9WT50,group2,4,ordinary_sampling_failure,3
2024-02,Training500,2h46__A1_P62993--2h46__A2_P62993,2h46,cluster_1465_1465,cluster_1465,cluster_1465,P62993,P62993,group2,4,ordinary_sampling_failure,2
2024-02,Training500,6sqj__A1_Q04245--6sqj__B1_Q04245,6sqj,cluster_17914_17914,cluster_17914,cluster_17914,Q04245,Q04245,group1,4,ordinary_sampling_failure,0
2024-02,Training500,2oo9__A1_P22681--2oo9__B1_P22681,2oo9,cluster_23665_23665,cluster_23665,cluster_23665,P22681,P22681,group3,4,ordinary_sampling_failure,4
2024-02,Training500,4o96__A1_Q8XAL6--4o96__B1_Q8XAL6,4o96,cluster_26783_26783,cluster_26783,cluster_26783,Q8XAL6,Q8XAL6,group2,4,ordinary_sampling_failure,1
2024-02,Training500,2wuz__A1_Q7Z1V1--2wuz__B1_Q7Z1V1,2wuz,cluster_3114_3114,cluster_3114,cluster_3114,Q7Z1V1,Q7Z1V1,group1,4,ordinary_sampling_failure,3
2024-02,Training500,3o47__A1_P84077--3o47__A2_P84077,3o47,cluster_6852_6852,cluster_6852,cluster_6852,P84077,P84077,group1,4,ordinary_sampling_failure,2
2024-02,Training500,6ust__A1_A0A174CV66--6ust__D2_A0A174CV66,6ust,cluster_506_506,cluster_506,cluster_506,A0A174CV66,A0A174CV66,group3,4,ordinary_sampling_failure,0
2024-02,Training500,4a1f__A1_O25916--4a1f__B1_O25916,4a1f,cluster_2604_2604,cluster_2604,cluster_2604,O25916,O25916,group1,4,ordinary_sampling_failure,4
2024-02,Training500,1boy__A1_P13726--1boy__A2_P13726,1boy,cluster_2666_2666,cluster_2666,cluster_2666,P13726,P13726,group2,4,ordinary_sampling_failure,1
2024-02,Training500,2xuv__B1_P0AET2--2xuv__A1_P0AET2,2xuv,cluster_13957_13957,cluster_13957,cluster_13957,P0AET2,P0AET2,group1,4,ordinary_sampling_failure,3
2024-02,Training500,6k7c__A1_D4ZE39--6k7c__B1_D4ZE39,6k7c,cluster_12811_12811,cluster_12811,cluster_12811,D4ZE39,D4ZE39,group3,4,ordinary_sampling_failure,2
2024-02,Training500,7e5m__A1_P09758--7e5m__B2_P09758,7e5m,cluster_5056_5056,cluster_5056,cluster_5056,P09758,P09758,group2,4,ordinary_sampling_failure,0
2024-02,Training500,2h1e__A1_P32657--2h1e__B1_P32657,2h1e,cluster_2892_2892,cluster_2892,cluster_2892,P32657,P32657,group2,4,ordinary_sampling_failure,4
2024-02,Training500,5gko__A1_A0A0D8G707--5gko__B1_A0A0D8G707,5gko,cluster_5250_5250,cluster_5250,cluster_5250,A0A0D8G707,A0A0D8G707,group2,4,ordinary_sampling_failure,1
2024-02,Training500,2gbo__A1_Q831P3--2gbo__B1_Q831P3,2gbo,cluster_16443_16443,cluster_16443,cluster_16443,Q831P3,Q831P3,group2,4,ordinary_sampling_failure,3
2024-02,Training500,6tp8__A1_P41365--6tp8__B1_P41365,6tp8,cluster_3081_3081,cluster_3081,cluster_3081,P41365,P41365,group3,4,ordinary_sampling_failure,2
2024-02,Training500,6nf3__B2_P02654--6nf3__A1_P02654,6nf3,cluster_14047_14048,cluster_14047,cluster_14048,P02654,P02654,group1,4,ordinary_sampling_failure,0
2024-02,Training500,5hpg__A1_P00747--5hpg__B1_P00747,5hpg,cluster_2055_2055,cluster_2055,cluster_2055,P00747,P00747,group1,4,ordinary_sampling_failure,4
2024-02,Training500,2wk4__B1_Q69014--2wk4__A1_Q69014,2wk4,cluster_4097_4097,cluster_4097,cluster_4097,Q69014,Q69014,group3,4,ordinary_sampling_failure,1
2024-02,Training500,6ra0__A1_Q9XUJ7--6ra0__A2_Q9XUJ7,6ra0,cluster_23538_23538,cluster_23538,cluster_23538,Q9XUJ7,Q9XUJ7,group1,4,ordinary_sampling_failure,3
2024-02,Training500,3i26__A1_P0C0V9--3i26__B1_P0C0V9,3i26,cluster_12470_12470,cluster_12470,cluster_12470,P0C0V9,P0C0V9,group2,4,ordinary_sampling_failure,2
2024-02,Training500,4hj1__A1_P03518--4hj1__B1_P03518,4hj1,cluster_18310_18310,cluster_18310,cluster_18310,P03518,P03518,group2,4,ordinary_sampling_failure,0
2024-02,Training500,3njc__A1_P42955--3njc__B1_P42955,3njc,cluster_32953_32953,cluster_32953,cluster_32953,P42955,P42955,group2,4,ordinary_sampling_failure,4
2024-02,Training500,7oxl__A1_Q9NWM0--7oxl__A2_Q9NWM0,7oxl,cluster_8295_8295,cluster_8295,cluster_8295,Q9NWM0,Q9NWM0,group2,4,ordinary_sampling_failure,1
2024-02,Training500,6xj5__A1_P06621--6xj5__B1_P06621,6xj5,cluster_5013_5013,cluster_5013,cluster_5013,P06621,P06621,group2,4,ordinary_sampling_failure,3
2024-02,Training500,2j68__A1_B2IZD3--2j68__A2_B2IZD3,2j68,cluster_17155_17155,cluster_17155,cluster_17155,B2IZD3,B2IZD3,group3,4,ordinary_sampling_failure,2
2024-02,Training500,6jzf__A1_Q8VY16--6jzf__B1_Q8VY16,6jzf,cluster_11704_11704,cluster_11704,cluster_11704,Q8VY16,Q8VY16,group2,4,ordinary_sampling_failure,0
2024-02,Training500,2fzt__B1_Q9WZF7--2fzt__A1_Q9WZF7,2fzt,cluster_18012_18012,cluster_18012,cluster_18012,Q9WZF7,Q9WZF7,group1,4,ordinary_sampling_failure,4
2024-02,Training500,4kk1__A1_Q09778--4kk1__B1_Q09778,4kk1,cluster_25066_25066,cluster_25066,cluster_25066,Q09778,Q09778,group2,4,ordinary_sampling_failure,1
2024-02,Training500,4zb3__A1_Q9SU14--4zb3__A2_Q9SU14,4zb3,cluster_21516_21516,cluster_21516,cluster_21516,Q9SU14,Q9SU14,group1,4,ordinary_sampling_failure,3
2024-02,Training500,2xr7__A1_Q589Y0--2xr7__A2_Q589Y0,2xr7,cluster_18218_18218,cluster_18218,cluster_18218,Q589Y0,Q589Y0,group1,4,ordinary_sampling_failure,2
2024-02,Training500,4n1j__B1_Q86W24--4n1j__A1_Q86W24,4n1j,cluster_19179_774,cluster_774,cluster_19179,Q86W24,Q86W24,group3,4,ordinary_sampling_failure,0
2024-02,Training500,3ua3__A1_P46580--3ua3__B1_P46580,3ua3,cluster_4512_4512,cluster_4512,cluster_4512,P46580,P46580,group2,4,ordinary_sampling_failure,4
2024-02,Training500,3dsl__A1_O93523--3dsl__B1_O93523,3dsl,cluster_4648_4648,cluster_4648,cluster_4648,O93523,O93523,group2,4,ordinary_sampling_failure,1
2024-02,Training500,1rk4__A1_O00299--1rk4__B1_O00299,1rk4,cluster_5586_5586,cluster_5586,cluster_5586,O00299,O00299,group3,4,ordinary_sampling_failure,3
2024-02,Training500,1ny5__B1_O67198--1ny5__A1_O67198,1ny5,cluster_6649_6649,cluster_6649,cluster_6649,O67198,O67198,group3,4,ordinary_sampling_failure,2
2024-02,Training500,4l4x__A1_Q93NX9--4l4x__A2_Q93NX9,4l4x,cluster_18672_18672,cluster_18672,cluster_18672,Q93NX9,Q93NX9,group2,4,ordinary_sampling_failure,0
2024-02,Training500,6qpk__B1_A0A2H1G421--6qpk__A1_A0A2H1G421,6qpk,cluster_10859_10859,cluster_10859,cluster_10859,A0A2H1G421,A0A2H1G421,group3,4,ordinary_sampling_failure,4
2024-02,Training500,1zop__A1_P20701--1zop__B1_P20701,1zop,cluster_1701_1701,cluster_1701,cluster_1701,P20701,P20701,group1,4,ordinary_sampling_failure,1
2024-02,Training500,4lrq__C1_A0A0H3ALA8--4lrq__A1_A0A0H3ALA8,4lrq,cluster_2754_2754,cluster_2754,cluster_2754,A0A0H3ALA8,A0A0H3ALA8,group2,4,ordinary_sampling_failure,3
2024-02,Training500,2r7a__A1_O70018--2r7a__C1_O70018,2r7a,cluster_9856_9856,cluster_9856,cluster_9856,O70018,O70018,group3,4,ordinary_sampling_failure,2
