selection_order,id,source_group,class_id,class_key,same_uniprot,cluster_id,cv_fold,length_R,length_L,total_length,selection_reason,selection_hash
343,4aj7__A1_B1PWB9--4aj7__B1_B1PWB9,group3,3,rerank_rescuable,True,cluster_621_621,4,105,105,210,retain_complete_high_information_class,12529536867823197518
344,7e2m__A1_Q9P2K8--7e2m__B1_Q9P2K8,group1,3,rerank_rescuable,True,cluster_12935_12935,0,130,129,259,retain_complete_high_information_class,12542019910040031565
345,2yx8__A1_O60894--2yx8__A2_O60894,group3,3,rerank_rescuable,True,cluster_12555_12555,2,79,79,158,retain_complete_high_information_class,12603903561207121331
346,3d0t__D1_Q91YN9--3d0t__C1_Q91YN9,group1,3,rerank_rescuable,True,cluster_2962_2962,3,78,76,154,retain_complete_high_information_class,13244657207548109960
347,3zyl__A1_O55012--3zyl__B1_O55012,group3,3,rerank_rescuable,True,cluster_678_678,1,260,247,507,retain_complete_high_information_class,13306041273267066712
348,4fmm__B1_P53860--4fmm__A1_P53860,group2,3,rerank_rescuable,True,cluster_7295_7295,4,325,324,649,retain_complete_high_information_class,13339605929954500424
349,2r1f__A1_P28306--2r1f__B1_P28306,group3,3,rerank_rescuable,True,cluster_29114_29114,0,252,252,504,retain_complete_high_information_class,14891363960481075223
350,6ubo__A1_P0A901--6ubo__B1_P0A901,group1,3,rerank_rescuable,True,cluster_5260_5260,2,159,159,318,retain_complete_high_information_class,15191758124454567690
351,5ltu__B1_Q9NZJ9--5ltu__A1_Q9NZJ9,group3,3,rerank_rescuable,True,cluster_35233_35233,3,130,127,257,retain_complete_high_information_class,16040635245320552260
352,5evk__A1_P52700--5evk__A2_P52700,group3,3,rerank_rescuable,True,cluster_4140_4140,1,266,266,532,retain_complete_high_information_class,16136362681072674483
353,3b42__B1_Q74EM7--3b42__A1_Q74EM7,group1,3,rerank_rescuable,True,cluster_29268_29268,4,129,126,255,retain_complete_high_information_class,16139457053439718552
354,6eho__A1_Q99523--6eho__A2_Q99523,group3,3,rerank_rescuable,True,cluster_15714_15714,0,642,642,1284,retain_complete_high_information_class,17208088304788349621
355,4u3q__B1_P29722--4u3q__A1_P29722,group2,3,rerank_rescuable,True,cluster_10856_10856,2,99,93,192,retain_complete_high_information_class,17461634399902987374
356,3v69__A1_Q9CWU5--3v69__B1_Q9CWU5,group1,3,rerank_rescuable,True,cluster_15017_15017,3,116,112,228,retain_complete_high_information_class,17636821251207504326
357,2gd9__A1_P37508--2gd9__B1_P37508,group2,3,rerank_rescuable,True,cluster_26569_26569,1,173,167,340,retain_complete_high_information_class,18189542298404902367
358,6aqe__B1_Q9RY20--6aqe__A1_Q9RY20,group2,3,rerank_rescuable,True,cluster_6716_6716,4,266,265,531,retain_complete_high_information_class,18217364225926016562
359,4o4o__A1_Q8YLF9--4o4o__B1_Q8YLF9,group3,3,rerank_rescuable,True,cluster_6827_6827,0,192,192,384,retain_complete_high_information_class,18358134787901004254
360,2gsk__A1_P06129--2gsk__B1_P02929,group1,4,ordinary_sampling_failure,False,cluster_7863_8897,3,590,81,671,retain_all_different_uniprot_failures,2965801865080120891
361,4u0q__A1_B2L3N7--4u0q__B1_P35613,group3,4,ordinary_sampling_failure,False,cluster_1479_8901,2,286,181,467,retain_all_different_uniprot_failures,3656637343064877569
362,1f8u__A1_P22303--1f8u__B1_P0C1Z0,group2,4,ordinary_sampling_failure,False,cluster_1356_961,4,531,61,592,retain_all_different_uniprot_failures,4237134792171375124
363,5xec__B1_P15452--5xec__A1_P00099,group1,4,ordinary_sampling_failure,False,cluster_7420_7420,1,82,80,162,retain_all_different_uniprot_failures,4497928521768512423
364,3mca__A1_O74774--3mca__B1_Q9USL5,group2,4,ordinary_sampling_failure,False,cluster_841_8517,0,377,341,718,retain_all_different_uniprot_failures,4988098472233753589
365,5doi__A1_D2CVN7--5doi__E1_Q6JXI5,group1,4,ordinary_sampling_failure,False,cluster_23702_23703,3,153,93,246,retain_all_different_uniprot_failures,5547947536658692838
366,6ob5__A1_P0AEX9--6ob5__D1_UNDEFINED,group3,4,ordinary_sampling_failure,False,cluster_409_583,2,364,151,515,retain_all_different_uniprot_failures,5625260042524000474
367,1t6b__A1_P13423--1t6b__B1_P58335,group2,4,ordinary_sampling_failure,False,cluster_10723_2759,4,676,170,846,retain_all_different_uniprot_failures,7167437028923223800
368,1hni__A1_P03366--1hni__B1_P03367,group3,4,ordinary_sampling_failure,False,cluster_23_23,1,558,427,985,retain_all_different_uniprot_failures,8153734611191467791
369,3wry__C1_P03587--3wry__A1_A7M6E7,group3,4,ordinary_sampling_failure,False,cluster_11887_11889,0,434,415,849,retain_all_different_uniprot_failures,8655334156202531541
370,6k3b__A1_Q5ZTL4--6k3b__B1_Q5ZTL2,group1,4,ordinary_sampling_failure,False,cluster_10515_1409,3,375,106,481,retain_all_different_uniprot_failures,9554545693373140375
371,5b2g__A1_O14493--5b2g__B1_P01558,group1,4,ordinary_sampling_failure,False,cluster_3768_3769,2,332,116,448,retain_all_different_uniprot_failures,13008965920049030932
372,6jh0__D1_UNDEFINED--6jh0__A1_P03502,group3,4,ordinary_sampling_failure,False,cluster_415_5054,4,153,94,247,retain_all_different_uniprot_failures,13422206741950264503
373,4luq__A1_Q9HYC5--4luq__C1_Q9HYC4,feasibility50,4,ordinary_sampling_failure,False,cluster_8139_8140,1,409,123,532,existing_multiseed_anchor,14246104568324617553
374,4dri__A1_Q13451--4dri__B1_P42345,group3,4,ordinary_sampling_failure,False,cluster_15457_1772,0,121,96,217,retain_all_different_uniprot_failures,14527899167322106393
375,4yxc__A1_P00720--4yxc__B1_P26419,feasibility50,4,ordinary_sampling_failure,False,cluster_10426_2425,3,182,167,349,existing_multiseed_anchor,14529593099352294044
376,5uzu__B1_P05164--5uzu__A1_Q2G0X2,group1,4,ordinary_sampling_failure,False,cluster_2033_2140,2,577,68,645,retain_all_different_uniprot_failures,15085413487174134339
377,3u73__A1_Q03405--3u73__B1_P00749,feasibility50,4,ordinary_sampling_failure,False,cluster_11321_3018,4,269,123,392,existing_multiseed_anchor,15448120278621550850
378,7pq0__B1_P60842--7pq0__A1_Q63UP7,group3,4,ordinary_sampling_failure,False,cluster_19221_949,1,385,210,595,retain_all_different_uniprot_failures,16169314388597565771
379,6u7f__A1_P15144--6u7f__C1_Q1HVL3,group2,4,ordinary_sampling_failure,False,cluster_2860_7049,0,897,96,993,retain_all_different_uniprot_failures,16248726259883217813
380,6s9j__A1_Q8AZ57--6s9j__B1_A0A060BIS8,group3,4,ordinary_sampling_failure,False,cluster_16268_2934,3,155,151,306,retain_all_different_uniprot_failures,16582379312663595822
381,6apx__A1_P0AEX9--6apx__B1_UNDEFINED,group2,4,ordinary_sampling_failure,False,cluster_1605_409,2,510,92,602,retain_all_different_uniprot_failures,16960008063299306650
382,2qpv__A1_Q7CZ16--2qpv__B1_Q7CZ16,group3,4,ordinary_sampling_failure,True,cluster_10880_10880,0,128,128,256,confident_or_consistent_wrong,127787245872453986
383,4muc__B1_Q03591--4muc__A1_Q03591,group1,4,ordinary_sampling_failure,True,cluster_175_175,4,125,123,248,near_threshold_sampling_failure,243539131786184046
384,1k72__B1_P37700--1k72__A1_P37700,group2,4,ordinary_sampling_failure,True,cluster_17864_17864,1,612,611,1223,maximin_feature_diversity,283272025253256296
385,3hkl__B1_Q62838--3hkl__A1_Q62838,group3,4,ordinary_sampling_failure,True,cluster_15360_15360,3,153,141,294,maximin_feature_diversity,287592472607978962
386,7a5c__A1_Q9KR64--7a5c__B1_Q9KR64,group3,4,ordinary_sampling_failure,True,cluster_6414_6414,2,314,314,628,maximin_feature_diversity,510636030864707165
387,2uxe__A1_Q49PX0--2uxe__C1_Q49PX0,group2,4,ordinary_sampling_failure,True,cluster_6767_6767,0,108,108,216,maximin_feature_diversity,528449599743771867
388,2j6g__A1_Q6T3W5--2j6g__A2_Q6T3W5,group3,4,ordinary_sampling_failure,True,cluster_10309_10309,4,260,260,520,maximin_feature_diversity,555145913765404416
389,4o6i__B1_P09992--4o6i__A1_P09992,group3,4,ordinary_sampling_failure,True,cluster_4529_4529,1,204,202,406,maximin_feature_diversity,1117229287372023246
390,3nk4__A1_P79762--3nk4__B1_P79762,group2,4,ordinary_sampling_failure,True,cluster_19280_19280,3,277,268,545,maximin_feature_diversity,1176143258698744366
391,4n6j__A1_Q13033--4n6j__B1_Q13033,group2,4,ordinary_sampling_failure,True,cluster_27221_27222,2,45,43,88,maximin_feature_diversity,1248200138251435580
392,1pfo__A1_P0C2E9--1pfo__A2_P0C2E9,group3,4,ordinary_sampling_failure,True,cluster_2850_2850,0,471,471,942,maximin_feature_diversity,1415077859813837536
393,1yt5__A1_Q9X255--1yt5__D1_Q9X255,group2,4,ordinary_sampling_failure,True,cluster_445_445,4,256,256,512,maximin_feature_diversity,1641939684155681029
394,1qb3__B1_P20486--1qb3__A1_P20486,group1,4,ordinary_sampling_failure,True,cluster_3208_3208,1,119,113,232,maximin_feature_diversity,1755838329678641831
395,4oak__A1_Q9JN36--4oak__B1_Q9JN36,group2,4,ordinary_sampling_failure,True,cluster_1454_1454,3,190,190,380,maximin_feature_diversity,1760154453114099425
396,1fd3__A1_O15263--1fd3__C1_O15263,group2,4,ordinary_sampling_failure,True,cluster_6709_6709,2,41,40,81,maximin_feature_diversity,1807045274797193749
397,3ct4__A1_Q9CIV8--3ct4__A2_Q9CIV8,group2,4,ordinary_sampling_failure,True,cluster_3917_3917,0,318,318,636,confident_or_consistent_wrong,1832374222641749609
398,6ra9__B1_Q71V39--6ra9__A1_Q71V39,group2,4,ordinary_sampling_failure,True,cluster_841_841,4,457,448,905,maximin_feature_diversity,2019312576972904280
399,1s4k__A1_Q8ZPR1--1s4k__B1_Q8ZPR1,group3,4,ordinary_sampling_failure,True,cluster_14320_14320,1,115,115,230,maximin_feature_diversity,2173857154777733145
400,5d7q__A1_Q8IXJ6--5d7q__B1_Q8IXJ6,group3,4,ordinary_sampling_failure,True,cluster_427_427,3,301,300,601,maximin_feature_diversity,2423614160681020513
401,3ezu__A1_Q74FR4--3ezu__A2_Q74FR4,group2,4,ordinary_sampling_failure,True,cluster_14369_14369,2,329,329,658,maximin_feature_diversity,3031785592769965191
402,4r6i__A1_Q44636--4r6i__B1_Q44636,group1,4,ordinary_sampling_failure,True,cluster_29912_29912,0,463,439,902,maximin_feature_diversity,3052330728791515872
403,6pyk__A1_P16466--6pyk__A2_P16466,group3,4,ordinary_sampling_failure,True,cluster_8769_8769,4,241,241,482,near_threshold_sampling_failure,3066569615346542314
404,7v3k__A1_A3TMR7--7v3k__D1_A3TMR7,group2,4,ordinary_sampling_failure,True,cluster_32707_32707,1,293,293,586,near_threshold_sampling_failure,3312559607043285474
405,1gri__A1_P62993--1gri__B1_P62993,group3,4,ordinary_sampling_failure,True,cluster_12642_12642,3,211,211,422,maximin_feature_diversity,3334718235970000313
406,7f7j__B1_A0A5J6VLZ7--7f7j__A2_A0A5J6VLZ7,group3,4,ordinary_sampling_failure,True,cluster_3581_3581,2,306,301,607,maximin_feature_diversity,3561352741632774969
407,6koi__B1_Q9Y5W9--6koi__A1_Q9Y5W9,group2,4,ordinary_sampling_failure,True,cluster_4555_4555,0,138,124,262,maximin_feature_diversity,3659238690214714835
408,6e8a__A1_Q7CPJ3--6e8a__A2_Q7CPJ3,group1,4,ordinary_sampling_failure,True,cluster_33779_33779,4,148,148,296,maximin_feature_diversity,4211084362315354934
409,3ffm__A1_O95257--3ffm__A2_O95257,group1,4,ordinary_sampling_failure,True,cluster_2251_2251,1,145,145,290,maximin_feature_diversity,4249731079939091515
410,5b1q__A1_Q9WT50--5b1q__B1_Q9WT50,group2,4,ordinary_sampling_failure,True,cluster_12121_12121,3,448,448,896,near_threshold_sampling_failure,4685043407551546791
411,2h46__A1_P62993--2h46__A2_P62993,group2,4,ordinary_sampling_failure,True,cluster_1465_1465,2,98,98,196,maximin_feature_diversity,4888565514261322105
412,6sqj__A1_Q04245--6sqj__B1_Q04245,group1,4,ordinary_sampling_failure,True,cluster_17914_17914,0,236,236,472,maximin_feature_diversity,4951434048997324540
413,2oo9__A1_P22681--2oo9__B1_P22681,group3,4,ordinary_sampling_failure,True,cluster_23665_23665,4,44,42,86,near_threshold_sampling_failure,5163398749440478295
414,4o96__A1_Q8XAL6--4o96__B1_Q8XAL6,group2,4,ordinary_sampling_failure,True,cluster_26783_26783,1,163,163,326,maximin_feature_diversity,5406616830991639703
415,2wuz__A1_Q7Z1V1--2wuz__B1_Q7Z1V1,group1,4,ordinary_sampling_failure,True,cluster_3114_3114,3,444,444,888,maximin_feature_diversity,5449278376417122075
416,3o47__A1_P84077--3o47__A2_P84077,group1,4,ordinary_sampling_failure,True,cluster_6852_6852,2,289,289,578,maximin_feature_diversity,5509042649642331192
417,6ust__A1_A0A174CV66--6ust__D2_A0A174CV66,group3,4,ordinary_sampling_failure,True,cluster_506_506,0,463,462,925,maximin_feature_diversity,5621845026848141354
418,4a1f__A1_O25916--4a1f__B1_O25916,group1,4,ordinary_sampling_failure,True,cluster_2604_2604,4,323,307,630,maximin_feature_diversity,5718580474278418773
419,1boy__A1_P13726--1boy__A2_P13726,group2,4,ordinary_sampling_failure,True,cluster_2666_2666,1,211,211,422,maximin_feature_diversity,5791616520129947919
420,2xuv__B1_P0AET2--2xuv__A1_P0AET2,group1,4,ordinary_sampling_failure,True,cluster_13957_13957,3,63,61,124,maximin_feature_diversity,6081578571126748620
421,6k7c__A1_D4ZE39--6k7c__B1_D4ZE39,group3,4,ordinary_sampling_failure,True,cluster_12811_12811,2,76,76,152,maximin_feature_diversity,6155378051914282753
422,7e5m__A1_P09758--7e5m__B2_P09758,group2,4,ordinary_sampling_failure,True,cluster_5056_5056,0,236,236,472,maximin_feature_diversity,6232611397611169896
423,2h1e__A1_P32657--2h1e__B1_P32657,group2,4,ordinary_sampling_failure,True,cluster_2892_2892,4,166,163,329,maximin_feature_diversity,6270634021442714596
424,5gko__A1_A0A0D8G707--5gko__B1_A0A0D8G707,group2,4,ordinary_sampling_failure,True,cluster_5250_5250,1,630,630,1260,maximin_feature_diversity,6630233293929836270
425,2gbo__A1_Q831P3--2gbo__B1_Q831P3,group2,4,ordinary_sampling_failure,True,cluster_16443_16443,3,79,79,158,near_threshold_sampling_failure,6716925075143515705
426,6tp8__A1_P41365--6tp8__B1_P41365,group3,4,ordinary_sampling_failure,True,cluster_3081_3081,2,317,317,634,maximin_feature_diversity,6921404646282749021
427,6nf3__B2_P02654--6nf3__A1_P02654,group1,4,ordinary_sampling_failure,True,cluster_14047_14048,0,51,46,97,maximin_feature_diversity,7177739587293233671
428,5hpg__A1_P00747--5hpg__B1_P00747,group1,4,ordinary_sampling_failure,True,cluster_2055_2055,4,84,84,168,maximin_feature_diversity,7238799904028025380
429,2wk4__B1_Q69014--2wk4__A1_Q69014,group3,4,ordinary_sampling_failure,True,cluster_4097_4097,1,502,499,1001,maximin_feature_diversity,7395718548594579186
430,6ra0__A1_Q9XUJ7--6ra0__A2_Q9XUJ7,group1,4,ordinary_sampling_failure,True,cluster_23538_23538,3,138,138,276,maximin_feature_diversity,7755735079407458691
431,3i26__A1_P0C0V9--3i26__B1_P0C0V9,group2,4,ordinary_sampling_failure,True,cluster_12470_12470,2,365,364,729,maximin_feature_diversity,7788470152089908524
432,4hj1__A1_P03518--4hj1__B1_P03518,group2,4,ordinary_sampling_failure,True,cluster_18310_18310,0,431,427,858,maximin_feature_diversity,7926011504593484427
433,3njc__A1_P42955--3njc__B1_P42955,group2,4,ordinary_sampling_failure,True,cluster_32953_32953,4,146,140,286,near_threshold_sampling_failure,7931689036362735045
434,7oxl__A1_Q9NWM0--7oxl__A2_Q9NWM0,group2,4,ordinary_sampling_failure,True,cluster_8295_8295,1,442,442,884,maximin_feature_diversity,8399918540772761308
435,6xj5__A1_P06621--6xj5__B1_P06621,group2,4,ordinary_sampling_failure,True,cluster_5013_5013,3,389,388,777,confident_or_consistent_wrong,8440092274628590556
436,2j68__A1_B2IZD3--2j68__A2_B2IZD3,group3,4,ordinary_sampling_failure,True,cluster_17155_17155,2,680,680,1360,near_threshold_sampling_failure,8447695942594079473
437,6jzf__A1_Q8VY16--6jzf__B1_Q8VY16,group2,4,ordinary_sampling_failure,True,cluster_11704_11704,0,153,148,301,maximin_feature_diversity,8593509203263058618
438,2fzt__B1_Q9WZF7--2fzt__A1_Q9WZF7,group1,4,ordinary_sampling_failure,True,cluster_18012_18012,4,77,76,153,near_threshold_sampling_failure,8701818808063894580
439,4kk1__A1_Q09778--4kk1__B1_Q09778,group2,4,ordinary_sampling_failure,True,cluster_25066_25066,1,397,386,783,maximin_feature_diversity,8771889668761118713
440,4zb3__A1_Q9SU14--4zb3__A2_Q9SU14,group1,4,ordinary_sampling_failure,True,cluster_21516_21516,3,262,262,524,near_threshold_sampling_failure,8952744501989867528
441,2xr7__A1_Q589Y0--2xr7__A2_Q589Y0,group1,4,ordinary_sampling_failure,True,cluster_18218_18218,2,440,440,880,maximin_feature_diversity,9045703370535147480
442,4n1j__B1_Q86W24--4n1j__A1_Q86W24,group3,4,ordinary_sampling_failure,True,cluster_19179_774,0,91,88,179,near_threshold_sampling_failure,9268962451799034292
443,3ua3__A1_P46580--3ua3__B1_P46580,group2,4,ordinary_sampling_failure,True,cluster_4512_4512,4,648,637,1285,maximin_feature_diversity,9584707211628443624
444,3dsl__A1_O93523--3dsl__B1_O93523,group2,4,ordinary_sampling_failure,True,cluster_4648_4648,1,416,412,828,maximin_feature_diversity,9585806229803797260
445,1rk4__A1_O00299--1rk4__B1_O00299,group3,4,ordinary_sampling_failure,True,cluster_5586_5586,3,213,206,419,maximin_feature_diversity,9883324747679128612
446,1ny5__B1_O67198--1ny5__A1_O67198,group3,4,ordinary_sampling_failure,True,cluster_6649_6649,2,385,384,769,maximin_feature_diversity,10042805760586056756
447,4l4x__A1_Q93NX9--4l4x__A2_Q93NX9,group2,4,ordinary_sampling_failure,True,cluster_18672_18672,0,503,503,1006,maximin_feature_diversity,10569316957023815399
448,6qpk__B1_A0A2H1G421--6qpk__A1_A0A2H1G421,group3,4,ordinary_sampling_failure,True,cluster_10859_10859,4,79,77,156,maximin_feature_diversity,10643020552841106321
449,1zop__A1_P20701--1zop__B1_P20701,group1,4,ordinary_sampling_failure,True,cluster_1701_1701,1,183,183,366,maximin_feature_diversity,10850865045521679940
450,4lrq__C1_A0A0H3ALA8--4lrq__A1_A0A0H3ALA8,group2,4,ordinary_sampling_failure,True,cluster_2754_2754,3,149,148,297,near_threshold_sampling_failure,11054472518481123820
451,2r7a__A1_O70018--2r7a__C1_O70018,group3,4,ordinary_sampling_failure,True,cluster_9856_9856,2,255,255,510,maximin_feature_diversity,11136323983561135835
452,6dkk__B1_P0DPI0--6dkk__A1_P0DPI0,group3,4,ordinary_sampling_failure,True,cluster_16905_16905,0,326,313,639,maximin_feature_diversity,11159962588003520475
453,4oyu__B1_Q99PV3--4oyu__A1_Q99PV3,group2,4,ordinary_sampling_failure,True,cluster_17347_17347,4,179,178,357,maximin_feature_diversity,11182704443010299313
454,1e5s__A1_O09345--1e5s__B2_O09345,group2,4,ordinary_sampling_failure,True,cluster_5052_5052,1,260,243,503,maximin_feature_diversity,11442160401344612309
455,7k5n__A1_A0A3S5WQC2--7k5n__A2_A0A3S5WQC2,group1,4,ordinary_sampling_failure,True,cluster_17249_17249,3,237,237,474,maximin_feature_diversity,11563559899301656459
456,4ndj__A1_U6GSR1--4ndj__A2_U6GSR1,group3,4,ordinary_sampling_failure,True,cluster_10044_10044,2,279,279,558,maximin_feature_diversity,11613022354366097170
457,2z1b__A1_P10518--2z1b__A2_P10518,group2,4,ordinary_sampling_failure,True,cluster_4190_4190,0,290,290,580,maximin_feature_diversity,11631352395258173513
458,1gmg__A1_P03051--1gmg__A2_P03051,group3,4,ordinary_sampling_failure,True,cluster_2555_2555,4,56,56,112,maximin_feature_diversity,11796416013710563922
459,2yor__A1_B9W4V6--2yor__B1_B9W4V6,group2,4,ordinary_sampling_failure,True,cluster_3997_3997,1,324,324,648,maximin_feature_diversity,11929200961223227544
460,4wpd__A1_Q55080--4wpd__B1_Q55080,group1,4,ordinary_sampling_failure,True,cluster_10086_10086,3,367,367,734,maximin_feature_diversity,12145864921982014614
461,4z86__A1_Q9KQ21--4z86__B1_Q9KQ21,group2,4,ordinary_sampling_failure,True,cluster_7432_7432,2,195,195,390,maximin_feature_diversity,12148092206489184349
462,6ki2__A1_Q55415--6ki2__B1_Q55415,group3,4,ordinary_sampling_failure,True,cluster_12993_12993,0,144,144,288,near_threshold_sampling_failure,12214042772051054177
463,6iub__A1_O25759--6iub__B1_O25759,group2,4,ordinary_sampling_failure,True,cluster_12790_12790,4,264,264,528,near_threshold_sampling_failure,12439132204198800630
464,7o8c__A1_A7LY27--7o8c__B1_A7LY27,group1,4,ordinary_sampling_failure,True,cluster_12799_12799,1,582,579,1161,maximin_feature_diversity,12613327380836530935
465,7aex__A1_P52129--7aex__A2_P52129,group3,4,ordinary_sampling_failure,True,cluster_5478_5478,3,267,267,534,maximin_feature_diversity,12740307641125658099
466,4e6w__B1_A0A0H2V8D3--4e6w__A1_A0A0H2V8D3,group1,4,ordinary_sampling_failure,True,cluster_4424_4424,2,332,329,661,maximin_feature_diversity,12965146707603094832
467,4cbv__D1_Q79CK7--4cbv__C1_Q79CK7,group1,4,ordinary_sampling_failure,True,cluster_22436_22436,0,246,245,491,near_threshold_sampling_failure,13051338240262270205
468,4l9i__A1_P28327--4l9i__B1_P28327,group2,4,ordinary_sampling_failure,True,cluster_22077_22077,4,504,493,997,maximin_feature_diversity,13088091216417493194
469,5d8e__A1_Q9BQ15--5d8e__D1_Q9BQ15,group2,4,ordinary_sampling_failure,True,cluster_16488_16488,1,104,101,205,maximin_feature_diversity,13470124910019487874
470,3cwf__A1_P23545--3cwf__B1_P23545,group3,4,ordinary_sampling_failure,True,cluster_37619_37619,3,108,108,216,near_threshold_sampling_failure,13608777157298693978
471,6em0__A1_O06647--6em0__A2_O06647,group2,4,ordinary_sampling_failure,True,cluster_8922_8922,2,566,566,1132,maximin_feature_diversity,13709082746226162888
472,3jsb__A1_P14240--3jsb__A2_P14240,group1,4,ordinary_sampling_failure,True,cluster_13989_13989,0,173,173,346,maximin_feature_diversity,13761026256154349423
473,2p09__A1_UNDEFINED--2p09__A2_UNDEFINED,group1,4,ordinary_sampling_failure,False,cluster_18478_18478,4,69,69,138,maximin_feature_diversity,14119839702207042838
474,7mku__A1_Q8VYI3--7mku__B1_Q8VYI3,group2,4,ordinary_sampling_failure,True,cluster_5434_5434,1,300,299,599,confident_or_consistent_wrong,14253896906068616247
475,6pqn__A1_B0F0C5--6pqn__B1_B0F0C5,group3,4,ordinary_sampling_failure,True,cluster_19217_19217,3,457,451,908,near_threshold_sampling_failure,14299349049137602672
476,4qc9__A1_P04303--4qc9__D1_P04303,group3,4,ordinary_sampling_failure,True,cluster_7852_7852,2,219,218,437,maximin_feature_diversity,14372597659210022409
477,3m7p__A1_P02751--3m7p__A2_P02751,group1,4,ordinary_sampling_failure,True,cluster_37315_37315,0,301,301,602,maximin_feature_diversity,14549606177545105185
478,7fds__B1_P9WK61--7fds__A1_P9WK61,group2,4,ordinary_sampling_failure,True,cluster_24806_24806,4,118,111,229,maximin_feature_diversity,14751867842829521596
479,3co5__A1_Q5F5Q1--3co5__B1_Q5F5Q1,group3,4,ordinary_sampling_failure,True,cluster_33235_33235,1,131,129,260,maximin_feature_diversity,15341527925047632404
480,6pal__A1_A0A412SRH5--6pal__B1_A0A412SRH5,group2,4,ordinary_sampling_failure,True,cluster_30415_30415,3,404,399,803,maximin_feature_diversity,15522072565161761049
481,4upd__A1_Q2TFW1--4upd__B1_Q2TFW1,group1,4,ordinary_sampling_failure,True,cluster_6712_6712,2,538,537,1075,maximin_feature_diversity,15987588078773784342
482,6k8i__B1_Q96524--6k8i__A1_Q96524,group3,4,ordinary_sampling_failure,True,cluster_6924_6924,0,461,457,918,maximin_feature_diversity,16042280549576259562
483,6t6q__A1_A0A0F7VBC6--6t6q__B1_A0A0F7VBC6,group3,4,ordinary_sampling_failure,True,cluster_6912_6912,4,209,207,416,near_threshold_sampling_failure,16063308357348938130
484,4lp7__C1_Q91F56--4lp7__A1_Q91F56,group1,4,ordinary_sampling_failure,True,cluster_31323_31323,1,229,219,448,maximin_feature_diversity,16595019522441973978
485,5xpz__A1_Q8CIB5--5xpz__B1_Q8CIB5,group2,4,ordinary_sampling_failure,True,cluster_17254_17254,3,404,391,795,maximin_feature_diversity,16599900944107119518
486,6htj__A1_Q97VU8--6htj__B1_Q97VU8,group2,4,ordinary_sampling_failure,True,cluster_2769_2769,2,119,118,237,maximin_feature_diversity,16763159048010482080
487,1evx__A1_Q94702--1evx__B1_Q94702,group3,4,ordinary_sampling_failure,True,cluster_7962_7962,0,162,162,324,maximin_feature_diversity,17283305174169768059
488,4af9__A1_Q6VBJ0--4af9__A2_Q6VBJ0,group2,4,ordinary_sampling_failure,True,cluster_3314_3314,4,229,229,458,near_threshold_sampling_failure,17325931456830653931
489,1r5p__B1_Q8YT41--1r5p__A1_Q8YT41,group2,4,ordinary_sampling_failure,True,cluster_5143_5143,1,93,90,183,maximin_feature_diversity,17326169514400769985
490,5u4o__A1_A0A6H3AI29--5u4o__A2_A0A6H3AI29,group1,4,ordinary_sampling_failure,True,cluster_18833_18833,3,465,465,930,maximin_feature_diversity,17388936909000260481
491,7rwk__A1_V4NUN3--7rwk__B1_V4NUN3,group2,4,ordinary_sampling_failure,True,cluster_96_96,2,368,368,736,near_threshold_sampling_failure,17486611863556050061
492,1cdd__A1_P08179--1cdd__B1_P08179,group1,4,ordinary_sampling_failure,True,cluster_5416_5416,0,189,189,378,maximin_feature_diversity,17590493399290482224
493,1z77__A1_Q9X0C0--1z77__A2_Q9X0C0,group3,4,ordinary_sampling_failure,True,cluster_7390_7390,4,192,192,384,near_threshold_sampling_failure,18020915833504832423
494,5cs3__A1_P14210--5cs3__B1_P14210,group3,4,ordinary_sampling_failure,True,cluster_6659_6659,1,173,173,346,maximin_feature_diversity,18080841173199302233
495,5zyo__A1_P0A8I8--5zyo__C1_P0A8I8,group3,4,ordinary_sampling_failure,True,cluster_681_681,3,154,152,306,maximin_feature_diversity,18182748741516744391
496,3dal__A1_O75626--3dal__B2_O75626,group2,4,ordinary_sampling_failure,True,cluster_21742_21742,2,179,166,345,confident_or_consistent_wrong,18332401843683348270
497,1qf8__A1_P67870--1qf8__B1_P67870,group2,4,ordinary_sampling_failure,True,cluster_9795_9795,0,159,155,314,maximin_feature_diversity,18371741816516324412
498,3f7c__A1_A1TZ69--3f7c__A2_A1TZ69,group3,4,ordinary_sampling_failure,True,cluster_9262_9262,4,192,192,384,near_threshold_sampling_failure,18437911591819259855
499,5wat__A2_P07128--5wat__B1_P07128,group1,5,high_confidence_stable_wrong,True,cluster_8165_8165,3,310,306,616,retain_complete_high_information_class,12763907725924347900
500,2y6b__A1_Q43758--2y6b__A2_Q43758,group2,5,high_confidence_stable_wrong,True,cluster_1918_1918,1,249,249,498,retain_complete_high_information_class,17634864333385762556
